0.16 0.2699708576777329
0.36 0.34077173410425143
0.2 0.14992910721817437
0.52 0.6134250560822114
0.29 0.27036528550717753
0.62 0.6690101881089058
0.33 0.3292050100206785
0.5 0.37705107539591853
0.12 0.10494568723225342
0.51 0.4186096566608633
0.32 0.36951048877971104
0.39 0.4078803755243797
0.59 0.5720006448269848
0.22 0.29662218789345457
0.57 0.5928401639241623
0.47 0.46021658033485824
0.46 0.4921689537018555
0.44 0.5141738591180995
0.6 0.572708505487558
0.46 0.5422204266478449
0.2 0.23197699903616434
0.2 0.25566874543581974
0.19 0.17633861419491395
0.31 0.34420179838777987
0.81 0.7920241480132549
0.39 0.35299333557370494
0.42 0.4810989936371552
0.19 0.2543198005014796
0.56 0.5766518196017313
0.53 0.6450608207890925
0.33 0.38227326548248386
0.45 0.40997670981742107
0.36 0.426971489886113
0.59 0.6253196822085099
0.94 0.9141305441238023
0.37 0.4284489213197757
0.65 0.6346695180272693
0.49 0.5071079858657179
0.38 0.4061951852547292
0.62 0.603921110910129
0.39 0.4787416726200237
0.15 0.2316869246932008
0.61 0.6547606192612079
0.26 0.26449238979688205
0.28 0.2356624240260478
0.71 0.7034223545450125
0.57 0.5466923381388833
0.39 0.34608525603245516
0.61 0.6685957900296027
0.62 0.6460094048690967
0.8 0.8532046034455899
0.63 0.541372845675858
0.6 0.547167125336034
0.79 0.7921282513228391
0.39 0.4975139749826015
0.36 0.4650916065252931
0.5 0.5061192365510047
0.72 0.7220581062184762
0.34 0.3452971245156744
0.27 0.27403684025318453
0.66 0.659902758180906
0.27 0.29606604507785506
0.67 0.58703038158333
0.38 0.35508241912174443
0.28 0.2821810324789985
0.05 0.06133967303379031
0.22 0.21953278800948534
0.39 0.3541200646742567
0.52 0.5327964816142613
0.39 0.3793267918838462
0.11 0.1461457257334531
0.44 0.4128138438374057
0.5 0.4963254597295249
0.41 0.3819594117056101
0.43 0.3699346089636947
0.46 0.430711314656146
0.85 0.7937066472418924
0.35 0.3605628042566812
0.0 0.043045313932243943
0.34 0.32256618978311674
0.55 0.4591081207550275
0.62 0.5668751629799441
0.72 0.647063694207597
0.71 0.7561320910604443
0.39 0.3983824050372843
0.48 0.38493275164670265
0.7 0.7078745131312167
0.56 0.533776933365924
0.27 0.2522970603320389
0.66 0.555857914387749
0.56 0.6738101599324289
0.79 0.7118604065804924
0.18 0.15019977702890575
0.33 0.35038075864597795
0.4 0.48788708866982883
0.39 0.46793171102559106
0.23 0.19749690221777746
0.45 0.4390745976038749
0.52 0.5135991130165094
0.6 0.6365634655492504
0.59 0.6928315221412271
0.36 0.4232700878157096
